"seccion","X.x","munn.x","edon.x","disloc2015","disloc2017","disfed2017","X.y","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3","pan_cnv1","pri_clv1","panal_cnv2","pan_cnv2","prd_cnv2","pri_clv2","pt_clv2","pvem_clv2","esc1_panCNV1","esc1_priCLV1","esc2_panalCNV2","esc2_panCNV2","esc2_prdCNV2","esc2_priCLV2","esc2_ptCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1","dsiSQ_E3"
998,977,60,26,14,14,1,977,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
999,978,60,26,14,14,1,978,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1000,979,60,26,14,14,1,979,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1001,980,60,26,14,14,1,980,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1002,981,60,26,14,14,1,981,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1003,982,60,26,14,14,1,982,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1004,983,60,26,14,14,1,983,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1005,984,60,26,14,14,1,984,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1006,985,60,26,14,14,1,985,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1007,986,60,26,14,14,1,986,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1008,987,60,26,14,14,1,987,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1009,988,60,26,14,14,1,988,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1010,989,60,26,14,14,1,989,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1011,990,60,26,14,14,1,990,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1012,991,60,26,14,14,1,991,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1013,992,60,26,14,14,1,992,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1014,993,60,26,14,14,1,993,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1015,994,60,26,14,14,1,994,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1016,995,60,26,14,14,1,995,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1017,996,60,26,14,14,1,996,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1018,997,60,26,14,14,1,997,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1019,998,60,26,14,14,1,998,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1020,999,60,26,14,14,1,999,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1021,1000,60,26,14,14,1,1000,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1022,1001,61,26,13,13,1,1001,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1024,1002,61,26,13,13,1,1002,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1025,1003,61,26,13,13,1,1003,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1026,1004,61,26,13,13,1,1004,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1027,1005,61,26,13,13,1,1005,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1028,1006,61,26,13,13,1,1006,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1029,1007,61,26,13,13,1,1007,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1030,1008,61,26,13,13,1,1008,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1031,1009,61,26,13,13,1,1009,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1032,1010,61,26,13,13,1,1010,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1033,1011,61,26,13,13,1,1011,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1034,1012,61,26,13,13,1,1012,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1035,1013,61,26,13,13,1,1013,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1036,1014,61,26,13,13,1,1014,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1037,1015,61,26,13,13,1,1015,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1038,1016,61,26,13,13,1,1016,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1039,1017,61,26,13,13,1,1017,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1040,1018,61,26,13,13,1,1018,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1041,1019,61,26,13,13,1,1019,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1042,1020,61,26,13,13,1,1020,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1043,1021,61,26,13,13,1,1021,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1044,1022,61,26,13,13,1,1022,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1045,1023,61,26,13,13,1,1023,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1046,1024,61,26,13,13,1,1024,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1047,1025,61,26,13,13,1,1025,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1048,1026,61,26,13,13,1,1026,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1049,1027,61,26,13,13,1,1027,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1050,1028,61,26,13,13,1,1028,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1051,1029,61,26,13,13,1,1029,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1052,1030,61,26,13,13,1,1030,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1053,1031,61,26,13,13,1,1031,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1054,1032,61,26,13,13,1,1032,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1055,1033,61,26,13,13,1,1033,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1056,1034,61,26,13,13,1,1034,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1057,1035,61,26,13,13,1,1035,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1058,1036,61,26,13,13,1,1036,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1059,1037,61,26,13,13,1,1037,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1060,1038,61,26,13,13,1,1038,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1061,1039,61,26,13,13,1,1039,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1062,1040,61,26,13,13,1,1040,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1063,1041,61,26,13,13,1,1041,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1064,1042,61,26,13,13,1,1042,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1065,1043,61,26,13,13,1,1043,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1066,1044,61,26,13,13,1,1044,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1067,1045,61,26,13,13,1,1045,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1068,1046,61,26,13,13,1,1046,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1069,1047,61,26,13,13,1,1047,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1070,1048,61,26,13,13,1,1048,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1071,1049,61,26,13,13,1,1049,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1072,1050,61,26,13,13,1,1050,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1073,1051,61,26,13,13,1,1051,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1074,1052,61,26,13,13,1,1052,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1075,1053,61,26,13,13,1,1053,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1076,1054,61,26,13,13,1,1054,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1077,1055,61,26,13,13,1,1055,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1078,1056,61,26,13,13,1,1056,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1079,1057,61,26,13,13,1,1057,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1080,1058,61,26,13,13,1,1058,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1081,1059,61,26,13,13,1,1059,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1082,1060,61,26,13,13,1,1060,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1083,1061,61,26,13,13,1,1061,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1084,1062,61,26,13,13,1,1062,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1085,1063,61,26,13,13,1,1063,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1087,1064,61,26,13,13,1,1064,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1088,1065,61,26,13,13,1,1065,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1089,1066,61,26,13,13,1,1066,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1090,1067,61,26,13,13,1,1067,26,61,19,19,19,19,19,21,19,19,19,12,19,15,1,0,1,1,1,0,1,0,13,0.951,0.951
1091,1068,61,26,14,14,1,1068,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1092,1069,61,26,14,14,1,1069,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1093,1070,61,26,14,14,1,1070,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1094,1071,61,26,14,14,1,1071,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1095,1072,61,26,14,14,1,1072,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1096,1073,61,26,14,14,1,1073,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1097,1074,61,26,14,14,1,1074,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1098,1075,61,26,14,14,1,1075,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1099,1076,61,26,14,14,1,1076,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1100,1077,61,26,14,14,1,1077,26,61,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1101,1078,72,26,14,14,1,1078,26,72,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1102,1079,72,26,14,14,1,1079,26,72,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1103,1080,72,26,14,14,1,1080,26,72,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1104,1081,72,26,14,14,1,1081,26,72,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1105,1082,72,26,14,14,1,1082,26,72,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1106,1083,72,26,14,14,1,1083,26,72,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1107,1084,72,26,14,14,1,1084,26,72,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1108,1085,72,26,14,14,1,1085,26,72,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
1109,1086,62,26,21,21,7,1086,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1110,1087,62,26,21,21,7,1087,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1111,1088,62,26,21,21,7,1088,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1112,1089,62,26,21,21,7,1089,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1113,1090,62,26,21,21,7,1090,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1114,1091,62,26,21,21,7,1091,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1115,1092,62,26,21,21,7,1092,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1116,1093,62,26,21,21,7,1093,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1117,1094,62,26,21,21,7,1094,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1118,1095,62,26,21,21,7,1095,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1119,1096,62,26,21,21,7,1096,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1120,1097,62,26,21,21,7,1097,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1121,1098,62,26,21,21,7,1098,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1122,1099,62,26,21,21,7,1099,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1123,1100,62,26,21,21,7,1100,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1124,1101,62,26,21,21,7,1101,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1125,1102,62,26,21,21,7,1102,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1126,1103,62,26,21,21,7,1103,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1127,1104,62,26,21,21,7,1104,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1128,1105,62,26,21,21,7,1105,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1129,1106,62,26,21,21,7,1106,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1130,1107,62,26,21,21,7,1107,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1131,1108,62,26,21,21,7,1108,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1132,1109,62,26,21,21,7,1109,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1133,1110,62,26,21,21,7,1110,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1134,1111,62,26,21,21,7,1111,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1135,1112,62,26,21,21,7,1112,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1136,1113,62,26,21,21,7,1113,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1137,1114,62,26,21,21,7,1114,26,62,1,1,1,1,1,16,1,1,4,17,4,20,1,0,1,1,0,0,0,0,21,0.7,0.805
1138,1115,63,26,20,20,7,1115,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1139,1116,63,26,20,20,7,1116,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1140,1117,63,26,20,20,7,1117,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1141,1118,63,26,20,20,7,1118,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1142,1119,71,26,20,20,7,1119,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1143,1120,63,26,20,20,7,1120,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1144,1121,63,26,20,20,7,1121,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1145,1122,63,26,20,20,7,1122,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1146,1123,71,26,20,20,7,1123,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1147,1124,71,26,20,20,7,1124,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1148,1125,71,26,20,20,7,1125,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1149,1126,71,26,20,20,7,1126,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1150,1127,71,26,20,20,7,1127,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1151,1128,71,26,20,20,7,1128,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1152,1129,71,26,20,20,7,1129,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1153,1130,63,26,20,20,7,1130,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1154,1131,63,26,20,20,7,1131,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1155,1132,71,26,20,20,7,1132,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1156,1133,71,26,20,20,7,1133,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1157,1134,71,26,20,20,7,1134,26,71,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1158,1135,63,26,20,20,7,1135,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1159,1136,63,26,20,20,7,1136,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1160,1137,63,26,20,20,7,1137,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1161,1138,63,26,20,20,7,1138,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1162,1139,63,26,20,20,7,1139,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1163,1140,63,26,20,20,7,1140,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1164,1141,63,26,20,20,7,1141,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1165,1142,63,26,20,20,7,1142,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1166,1143,63,26,20,20,7,1143,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1167,1144,63,26,20,20,7,1144,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1168,1145,63,26,20,20,7,1145,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1169,1146,63,26,20,20,7,1146,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1170,1147,63,26,20,20,7,1147,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1171,1148,63,26,20,20,7,1148,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1172,1149,63,26,20,20,7,1149,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1173,1150,63,26,20,20,7,1150,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1174,1151,63,26,20,20,7,1151,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1175,1152,63,26,20,20,7,1152,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1176,1153,63,26,20,20,7,1153,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1177,1154,63,26,20,20,7,1154,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1178,1155,63,26,20,20,7,1155,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1179,1156,63,26,20,20,7,1156,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1180,1157,63,26,20,20,7,1157,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1181,1158,63,26,20,20,7,1158,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1182,1159,63,26,20,20,7,1159,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1183,1160,63,26,20,20,7,1160,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1184,1161,63,26,20,20,7,1161,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1185,1162,63,26,20,20,7,1162,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1186,1163,63,26,20,20,7,1163,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1187,1164,63,26,20,20,7,1164,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
1188,1165,63,26,20,20,7,1165,26,63,20,20,20,20,20,15,20,20,20,15,20,18,1,0,1,1,1,0,1,0,20,0.79,0.79
